source_type,source_title,source_url,year_or_volume,subject,question_no,question_type,stem,option_A,option_B,option_C,option_D,correct_answer,explanation,knowledge_tags,options
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,组成原理,17,choice,"某运算类型指令中有一个地址码为通用寄存器编号，对应通用寄存器中存放的是操作数或操作数地址，CPU 区分两者的依据是（ ）
指令寻址方式",操作数的寻址方式,操作数的编码方式,通用寄存器编号,通用寄存器的内容,A,"在指令中，使用不同的操作码来区分寄存器中存放的是操作数还是操作数的地址指令会有明确的
寻址方式
，指示使用寄存器中的内容作为操作数或操作数地址。当 CPU 在执行指令时会根据指令中的寻址方式字段来正确解析寄存器中的内容，并根据需要进行相应的操作。所以本题的正确选项为 A。",指令寻址方式；寻址方式；组成原理>指令寻址方式,"{""A"": ""操作数的寻址方式"", ""B"": ""操作数的编码方式"", ""C"": ""通用寄存器编号"", ""D"": ""通用寄存器的内容""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,组成原理,18,choice,"数据通路由组合逻辑元件（操作元件）和时序逻辑元件（状态元件）组成。下列给出的元件中，属于操作元件的是（ ）。
I. 算术逻辑部件（ALU）
II. 程序计数器（PC）
III. 通用寄存器组（GPRs）
IV. 多路选择题（MUX）
数据通路",仅 I、II,仅 I、IV,仅 II、III,仅 I、II、IV,B,"组合逻辑元件
是那些仅由组合逻辑电路组成的元件，其输出仅取决于当前的输入，而不受存储器或时钟信号的影响。算术逻辑部件 ALU 和多路选择器 MUX 都属于组合逻辑元件，它们的输出仅由当前输入决定。
程序计数器 PC 和通用寄存器是时序逻辑元件，也称为状态元件。它们的输出不仅取决于当前输入，还受存储器或时钟信号的影响，并且具有状态或存储功能。因此本题选 B。",数据通路；组合逻辑元件；组成原理>数据通路,"{""A"": ""仅 I、II"", ""B"": ""仅 I、IV"", ""C"": ""仅 II、III"", ""D"": ""仅 I、II、IV""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,组成原理,20,choice,"某存储器总线宽度为 64 位，总线时钟频率为 1GHZ，在总线上传输一个数据或地址需要一个的时钟周期，不支持突发传送方式，若通过该总线连接 CPU 和主存，主存每次准备一个 64 位数据需要 6ns，主存块大小为 32B，则读取一个主存块需要的时间为（ ）。
总线指标",8ns,11ns,26ns,32ns,D,"存储总线的宽度为 64 位，代表每次数据传送可以传送 64bit 的数据。总线时钟频率位
1GHZ，代表 1s 可以传送 1G 次，即 10⁹ 次/s，所以每个时钟周期为 10⁻⁹s = 1ns。具体步骤为：
CPU 通过地址线传输地址花费 1ns，主存准备数据 6ns，主存传输数据到 CPU 花费 1ns，共 8ns，
因为 32B 的数据在总线宽度为 64 位的总线上，需要传输 (32*8bit) / 64bit = 4 次，因此读取一个
主存块的时间为 4×8ns=32ns。所以本题的正确选项为 D 选项。",总线指标；组成原理>总线指标,"{""A"": ""8ns"", ""B"": ""11ns"", ""C"": ""26ns"", ""D"": ""32ns""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,组成原理,21,choice,"下列关于硬件和异常/中断关系的叙述中，错误的是（ ）。
异常和中断",CPU 在执行一条指令过程中检测异常事件,CPU 在执行完一条指令时检测中断请求信号,开中断中 CPU 检测到中断请求后就进行中断响应,外部设备通过中断控制器向 CPU 发中断结束信号,D,"异常
通常指内部中断，是指令执行错误或中断指令产生的内部中断，在指令执行过程
中被检测，因此选项 A 正确。外部中断指硬件中断，在指令执行完毕后，CPU 会检查中断请
求信号，如果有中断请求发生，则进行中断响应，暂停当前的任务，保存现场并处理中断，因
此，选项 B，C 正确。外部设备通过中断控制器向 CPU 发出中断请求信号而不是中断结束信
号，选项 D 错误。",异常和中断；异常；组成原理>异常和中断,"{""A"": ""CPU 在执行一条指令过程中检测异常事件"", ""B"": ""CPU 在执行完一条指令时检测中断请求信号"", ""C"": ""开中断中 CPU 检测到中断请求后就进行中断响应"", ""D"": ""外部设备通过中断控制器向 CPU 发中断结束信号""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,组成原理,22,choice,"下列关于 I/O 控制方式的叙述中，错误的是（ ）。
IO方式",查询方式下，通过 CPU 执行查询程序进行 I/O 操作,中断方式下，通过 CPU 执行中断服务程序进行 I/O 操作,DMA 方式下，通过 CPU 执行 DMA 传送程序进行 I/O 操作,对于 SSD 网络适配器等高速设备，采用 DMA 方式输入/输出,C,"在
DMA
（直接内存访问）方式下，CPU 并不直接执行 DMA 传送程序进行 IO 操作。
DMA 是一种特殊的 I/O 控制方式，它允许外设设备直接与主存进行数据传输，数据传输过程
是由硬件（DMA 控制器）完成的，而无需 CPU 的干预，所以 C 选项的描述错误。本题需要选
择错误的选项，因此本题的答案为 C。",IO方式；DMA；组成原理>IO方式,"{""A"": ""查询方式下，通过 CPU 执行查询程序进行 I/O 操作"", ""B"": ""中断方式下，通过 CPU 执行中断服务程序进行 I/O 操作"", ""C"": ""DMA 方式下，通过 CPU 执行 DMA 传送程序进行 I/O 操作"", ""D"": ""对于 SSD 网络适配器等高速设备，采用 DMA 方式输入/输出""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,23,choice,"与宏内核操作系统相比，下列特征中微内核操作系统具有的是（ ）。
Ⅰ. 较好的性能
Ⅱ. 较高的可靠性
Ⅲ. 较高的安全性
Ⅳ. 较强的可扩展性
操作系统概念",Ⅱ、Ⅳ,Ⅰ、Ⅱ、Ⅲ,Ⅰ、Ⅲ、Ⅳ,Ⅱ、Ⅲ、Ⅳ,D,"参考
微内核和宏内核
，
选项 II 较高的可靠性：微内核操作系统将核心功能模块化，将部分操作系统功能移出
内核，以减少内核的复杂性和错误的影响范围，从而提高系统的可靠性，由于微内核中只包含
最基本的功能，因此可以更容易地对其进行验证和测试，减少错误的概率。选项 III 较高的安
全性：微内核操作系统通过将一些非核心功能移出内核，以降低系统的攻击面，只有核心的、
必要的功能位于内核中，而其他的服务和驱动程序则在用户空间运行，减少了恶意代码对内核
的直接访问，这有助于提高系统的安全性，并减少潜在的漏洞。选项 IV 较强的可扩展性：微
内核操作系统的设计使得新增功能或服务更容易添加到系统中。由于非核心功能运行在用户空
间，可以通过插件或模块的形式进行扩展，而无需对内核进行大规模的修改，这使得微内核操
作系统更具有灵活性和可扩展性。微内核操作系统采用模块化设计，将一部分功能移至用户空
间，这就需要通过进程间通信（IPC）机制来实现内核与用户空间的交互。这种通信会引入额
外的开销，包括上下文切换、数据拷贝等，从而影响系统的性能。所以选项 I 不是微内核操作
系统所具有的特点，正确的选项为 II，III，IV，选择 D 选项。",操作系统概念；微内核和宏内核；操作系统>操作系统概念,"{""A"": ""Ⅱ、Ⅳ"", ""B"": ""Ⅰ、Ⅱ、Ⅲ"", ""C"": ""Ⅰ、Ⅲ、Ⅳ"", ""D"": ""Ⅱ、Ⅲ、Ⅳ""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,24,choice,"在操作系统内核中，中断向量表适合采用的数据结构是（ ）。
中断IO",数组,队列,单向链表,双向链表,A,"在操作系统内核中，
中断向量表
适合采用的数据结构是数组（选项 A）。中断向量表
是一种用于存储中断处理程序入口地址的数据结构，它以中断号作为索引，将中断号映射到相
应的中断处理程序入口地址。由于中断号是一个固定的范围（例如，0~255）采用数组可以实
现快速的索引和访问，具有较高的效率。使用数组可以直接根据中断号计算出对应的数组索引
而不需要遍历链表或队列来查找对应的处理程序入口地址，从而提高中断处理的效率。所以本
题的正确选项为 A。",中断IO；中断向量表；组成原理>中断IO,"{""A"": ""数组"", ""B"": ""队列"", ""C"": ""单向链表"", ""D"": ""双向链表""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,25,choice,"某系统采用页式存储管理，用位图管理空闲页框。若页大小为 4 KB，物理内存大小为 16 GB，则位图所占空间的大小是（ ）。
位图法",128 B,128 KB,512 KB,4 MB,C,"物理内存大小为
16
GB
，每页大小为
4
K
B
，因此物理内存总共包含的页框数为
(
16
GB
)
/
(
4
K
B
)
=
2
34
/
2
12
=
2
22
。
位图
需要管理每个页框的空闲状态，因此位图的位数应该等于物理
内存中页框的数量。每个位表示一个页框的空闲状态，所以位图所占空间大小应为
（位图所占位数）
/8
=
(
2
22
)
/8
=
2
19
b
y
t
es
=
512
K
B
，因此，位图所占空间的大小为
512
K
B
，选项
C
为正确答案。",位图法；位图；操作系统>位图法,"{""A"": ""128 B"", ""B"": ""128 KB"", ""C"": ""512 KB"", ""D"": ""4 MB""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,26,choice,"下列操作完成时，导致 CPU 从内核态转为用户态的是（ ）。
用户态和内核态",阻塞过程,执行 CPU 调度,唤醒进程,执行系统调用,D,"来看每个选项的含义和状态切换：
对于 A 选项，阻塞过程属于进程状态切换，不直接涉及CPU模式转换。
对于 B 选项，执行 CPU 调度属于内核调度器行为，通常保持在内核态。
对于 C 选项，唤醒进程属于进程管理操作，不直接触发模式切换
对于 D 选项，当用户程序需要访问特权指令或执行需要操作系统提供的服务时，它会通过
系统调用
请求进人内核态。在系统调用期间，CPU 会切换到内核态执行相应的内核代码来满足用户程序的需求。一旦系统调用执行完毕，CPU 会从内核态返回到用户态继续执行用户程序。所以，执行系统调用是导致 CPU 从内核态转为用户态的关键操作。所以该题的正确选项为 D 选项。",用户态和内核态；系统调用；操作系统>用户态和内核态,"{""A"": ""阻塞过程"", ""B"": ""执行 CPU 调度"", ""C"": ""唤醒进程"", ""D"": ""执行系统调用""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,27,choice,"下列出当前线程引起的事件或执行的操作中，可能导致该线程由执行态变为就绪态的是（ ）。
进程状态",键盘输入,缺页异常,主动出让 CPU,执行信号量的 wait() 操作,C,"参考
状态转化
，
B 缺页异常：当线程访问的页面不在内存中时，会触发缺页异常，处理缺页异常时，
线程可能需要等待操作系统将所需页面加载到内存中，这会导致线程由执行态变为阻塞态。C
主动让出 CPU：线程可以通过主动让出 CPU 的方式，将自身的执行权限交给其他就绪态的线
程。这会导致线程由执行态变为就绪态。D 执行信号量的 wait() 操作：在多线程编程中，信
号量通常用于线程间的同步和互斥。当一个线程执行信号量的 wait() 操作时，如果信号量的
计数值不满足条件，线程会进入阻塞状态，从执行态变为阻塞态。键盘输入（选项 A）通常不
会直接导致线程状态变化，它可能触发其他事件或操作，进而影响线程的状态。所以本题的正
确选项为 C 选项。",进程状态；状态转化；操作系统>进程状态,"{""A"": ""键盘输入"", ""B"": ""缺页异常"", ""C"": ""主动出让 CPU"", ""D"": ""执行信号量的 wait() 操作""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,28,choice,"对于采用虚拟内存管理方式的系统，下列关于进程虚拟地址空间的叙述中，错误的是（ ）。
虚拟页式管理",每个进程都有自己独立的虚拟地址空间,C 语言中 malloc() 函数返回的是虚拟地址,进程对数据段和代码段可以有不同的访问权限,虚拟地址的大小由主存和硬盘的大小决定,D,"A：虚拟地址空间是一个进程所使用的虚拟内存地址的集合，每个进程都有自己的虚拟
地址空间，这个空间是独立于其他进程的，每个进程都认为自己在访问整个系统的内存空间，
但实际上，它们只访问到了被分配给它们的部分内存。B：malloc 返回虚拟地址，当调用 malloc
时，分配出来的空间，只是在虚拟内存中是连续的，从实际的物理空间到虚拟内存空间还有一
个映射的关系。C：不同的段访问权限可以是不同的。一般来说，代码段可读可执行，并且只
能在特权模式下执行，但是不可写；数据段可以读写，不能执行。D：主存和硬盘的大小不直
接影响虚拟地址的实际大小，虚拟地址的大小由底层的虚拟内存管理机制和操作系统定义决定，
通常在不同的系统中有所不同。虚拟地址空间的大小可以在操作系统中进行配置和限制，而主
存和硬盘的大小影响的是实际可用的物理内存和存储容量，而非虚拟地址的大小，虚拟内存管
理机制通过将虚拟地址映射到物理内存或硬盘上的页面来提供更大的虚拟地址空间。因此，主
存和硬盘的大小可以影响实际可用的虚拟内存空间的大小，但并不直接决定虚拟地址的大小。
所以本题的答案为 D 选项。",虚拟页式管理；操作系统>虚拟页式管理,"{""A"": ""每个进程都有自己独立的虚拟地址空间"", ""B"": ""C 语言中 malloc() 函数返回的是虚拟地址"", ""C"": ""进程对数据段和代码段可以有不同的访问权限"", ""D"": ""虚拟地址的大小由主存和硬盘的大小决定""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,30,choice,"进程 R 和 S 共享数据 data，若 data 在 R 和 S 中所在页的页号分别为 p1 和 p2，两个页所对应的页框号分别为 f1 和 f2，则下列叙述中，正确的是（ ）。
虚拟页式管理",p1 和 p2 一定相等，f1 和 f2 一定相等,p1 和 p2 一定相等，f1 和 f2 不一定相等,p1 和 p2 不一定相等，f1 和 f2 一定相等,p1 和 p2 不一定相等，f1 和 f2 不一定相等,C,"对于进程 R 和 S 共享数据 data 的情况，它们在各自的虚拟地址空间中有自己的页表，
虚拟地址到物理地址的转换是通过页表完成的。因此，对于同一虚拟地址，R 和 S 的页号 p1
和 p2 可能不相等，因为它们对应于各自的页表中的不同页项。然而，当数据 data 在内存中时，
它被映射到物理内存的同一页框中，即 f1 和 f2 是相等的，这是因为共享的数据页被映射到相
同的物理页框中，不同进程的虚拟地址映射到相同的物理地址。所以本题的正确选项为 C 选项。",虚拟页式管理；操作系统>虚拟页式管理,"{""A"": ""p1 和 p2 一定相等，f1 和 f2 一定相等"", ""B"": ""p1 和 p2 一定相等，f1 和 f2 不一定相等"", ""C"": ""p1 和 p2 不一定相等，f1 和 f2 一定相等"", ""D"": ""p1 和 p2 不一定相等，f1 和 f2 不一定相等""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,31,choice,"若文件 F 仅被进程 P 打开并访问，则当进程 P 关闭 F 时，下列操作中，文件系统需要完成的是（ ）。
inode",删除目录中文件 F 的目录项,释放 F 的索引节点所占的内存空间,释放 F 的索引节点所占的外存空间,将文件磁盘索引节点中的链接计数减 1,B,"索引节点是指文件系统中的一种数据结构，每个索引节点保存了文件系统中的一个文
件系统对象的元信息数据，但不包括数据内容或者文件名。内存索引节点是存放在内存中的索
引节点，文件被打开时，需要将磁盘索引节点复制到内存索引节点中。因此本题进程 P 关闭 F
时，需释放 F 的索引节点所占的内存空间。所以该题的正确答案为 B 选项。",inode；操作系统>inode,"{""A"": ""删除目录中文件 F 的目录项"", ""B"": ""释放 F 的索引节点所占的内存空间"", ""C"": ""释放 F 的索引节点所占的外存空间"", ""D"": ""将文件磁盘索引节点中的链接计数减 1""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,操作系统,32,choice,"下列因素中，设备分配需要考虑的是（ ）。
Ⅰ. 设备的类型
Ⅱ. 设备的访问权限
Ⅲ. 设备的占用状态
Ⅳ. 逻辑设备与物理设备的映射关系
设备分配和回收",Ⅰ、Ⅱ,Ⅱ、Ⅲ,Ⅲ、Ⅳ,Ⅰ、Ⅱ、Ⅲ、Ⅳ,D,"I.设备类型：不同类型的设备有不同的特性和接口，需要根据设备类型进行适当的分
配和管理。II.设备使用状态：需要考虑设备的当前使用状态，即设备是否已经被其他进程占用
或者正在执行某个操作，设备分配时需要避免资源冲突。III.逻辑设备和物理设备的映射：在系
统中，逻辑设备和物理设备之间存在映射关系。逻辑设备是用户程序或操作系统中对设备的抽
象表示，而物理设备是实际的硬件设备。设备分配需要确保逻辑设备与物理设备之间的正确映
射。IV.进程对设备的访问权限：不同的进程可能对设备的访问有不同的权限要求。设备分配时
需要考虑进程的访问权限，确保只有具有适当权限的进程能够访问和使用设备。因此，正确的
选项是 I、II、III、IV。本题的正确选项为 D。",设备分配和回收；操作系统>设备分配和回收,"{""A"": ""Ⅰ、Ⅱ"", ""B"": ""Ⅱ、Ⅲ"", ""C"": ""Ⅲ、Ⅳ"", ""D"": ""Ⅰ、Ⅱ、Ⅲ、Ⅳ""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,计算机网络,34,choice,"某无噪声理想信道带宽为 4MHz，采用 QAM 调制，若该信道的最大数据传输率是 48Mbps，则该信道采用的 QAM 调制方案是（）
奈奎斯特定理",QAM-16,QAM-32,QAM-64,QAM-128,C,"对于无噪声理想信道，信道的最大数据传输率可以通过
奈奎斯特定理
计算，最大数据传输的次数为 2×4MHz=8MHz，代表每秒传输 8M 次，因为最大的数据传输率为 48Mbps，所以每次需要传输的比特数量为 48Mbps/8MHz=6 位，所以每次传输的数据量位 6 比特，那么采用的 QAM 调制方案为 26=64，即采用 QAM-64 的方案。本题的正确选项为 C。",奈奎斯特定理；计算机网络>奈奎斯特定理,"{""A"": ""QAM-16"", ""B"": ""QAM-32"", ""C"": ""QAM-64"", ""D"": ""QAM-128""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,计算机网络,35,choice,"假设通过同一信道，数据链路层分别采用停等协议、GBN 协议和 SR 协议（发送窗口和接收窗口相等）传输数据，三个协议数据帧长相同，忽略确认帧长度，帧序号位数为 3 比特。若对应三个协议的发送方最大信道利用率分别是 U1、U2 和 U3，则 U1、U2 和 U3 满足的关系是（ ）
ARQ协议
信道利用率",U1 ≤ U2 ≤ U3,U1 ≤ U3 ≤ U2,U2 ≤ U3 ≤ U1,U3 ≤ U2 ≤ U1,B,"停等协议的
信道利用率
公式为：
T
D
​
+
RTT
+
T
A
​
T
D
​
​
GBN 协议和 SR 协议的
信道利用率
公式为：
T
D
​
+
RTT
+
T
A
​
W
T
D
​
​
观察会发现，
T
D
​
+
RTT
+
T
A
​
T
D
​
​
项都是相同的，GBN 协议和 SR 协议的信道利用率需要比停等协议的信道利用率多乘上窗口大小（大于等于 1）。得出结论，停等协议的信道利用率 U1 最小，排除 C、D 选项。GBN 协议和 SR 协议的信道利用率主要看窗口大小谁比较大。题目说了帧序号位数为 3 比特，那 GBN 协议的发送窗口的尺寸
W
，应满足：
1
≤
W
≤
2
n
−
1
。则发送窗口最大为
2
3
−
1
=
7
。SR 协议的发送窗口的尺寸
W
，应满足：
1
≤
W
≤
2
n
−
1
，则发送窗口最大为
2
3
−
1
。因此 GBN 协议的信道利用率 U2 的最大值要大于 SR 协议的信道利用率 U3。综上所述，答案选择 B 选项。",ARQ协议；信道利用率；计算机网络>ARQ协议；计算机网络>信道利用率,"{""A"": ""U1 ≤ U2 ≤ U3"", ""B"": ""U1 ≤ U3 ≤ U2"", ""C"": ""U2 ≤ U3 ≤ U1"", ""D"": ""U3 ≤ U2 ≤ U1""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,计算机网络,36,choice,"已知 10BaseT 以太网的争用时间片为 51.2us。若网卡在发送某帧时发生了连续 4 次冲突，则基于二进制指数退避算法确定的再次尝试重发该帧前等待的最长时间是（ ）
传输介质
CSMA/CD",51.2us,204.8us,768us,819.2us,C,"基于
指数退避算法
，每次发生冲突后，网卡会随机选择一个等待时间，在
0
到
2
k
−
1
个时间片之间等待，其中
k
是当前发生冲突的次数。根据问题描述，发生了连续
4
次冲
突，即
k
=
4
。那么根据二进制指数退避算法，等待时间将在
0
到
2
4
−
1
之间。最长的等待时间即
为
15
个时间片。计算如下：
2
4
−
1
=
16
−
1
=
15
，每个时间片的时长为
51.2
u
s
，因此最长的等待时间
为
15
×
51.2
u
s
=
768
u
s
。选择 C 选项。",传输介质；CSMA/CD；指数退避算法；计算机网络>CSMA-CD；计算机网络>传输介质,"{""A"": ""51.2us"", ""B"": ""204.8us"", ""C"": ""768us"", ""D"": ""819.2us""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,计算机网络,37,choice,"若甲向乙发送数据时采用 CRC 校验，生成多项式为
G
(
x
)
=
x
4
+
x
+
1
（即 G=10011），则乙接收到下列比特串时，可以断定其在传输过程中未发生错误的是（ ）
差错控制
循环冗余码",101110000,101110100,101111000,101111100,D,"在
循环冗余码
中：
若接收端将接收到的比特串除以 G(x)，余数为 0，则认为“未发生错误”。
即，我们要对每一个选项做模 2 除法（异或除法），看余数是否为 0。
经过计算，可以得到 D 选项余数为 0，所以答案选择 D。",差错控制；循环冗余码；计算机网络>差错控制；计算机网络>循环冗余码,"{""A"": ""101110000"", ""B"": ""101110100"", ""C"": ""101111000"", ""D"": ""101111100""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,计算机网络,39,choice,"主机 168.16.84.24/20 所在子网的最小可分配地址和最大可分配地址分别是（ ）
网络号和主机号",168.16.80.1，168.16.84.254,168.16.80.1，168.16.95.254,168.16.84.1，168.16.84.254,168.16.84.1，168.16.95.254,B,"题目给的主机 168.16.84.24/20 用二进制展开可以得到：168.16.0101 0100.24 可以看到，
网络前缀为前 20 位，主机号为后 12 位。最小可分配地址是主机号为 1 的情况，可以得到最小
可分配地址为 168.16.0101 0000.1 = 168.16.80.1。最大可分配地址是广播地址减 1 的情况，可以
得到最大可分配地址为 168.16.0101 1111.254 = 168.16.95.254。答案选择 B 选项。
IPv4 是 32 位的地址长度，而 IPv6 是 128 位的地址长度，二者相差了 64 位，由于是
二进制表示，所以地址数量相差了 264 倍。因此 I 错误。IPv4 的基本首部有选项字段，因此长
度可变；IPv6 将可选字段移除，变成了扩展首部，但是扩展首部被放在了有效载荷中，因此基
本首部长度是不可变的，II 错误。在完全过渡到 IPv6 之前，IPv4 和 IPv6 并行使用，可以采用
双协议栈技术和隧道技术进行。III 正确。IPv6 首部的 Hop-Limit 表示跳数限制，代表了 IP 数
据报在网络中的最大跳数；而 IPv4 首部的 TTL 字段表示最大寿命，也表示了 IP 数据报在网
络中的最大跳数，如果超出了 TTL，则该 IP 数据报要被丢弃。IV 正确。综上所述，答案选择
D 选项。",网络号和主机号；计算机网络>网络号和主机号,"{""A"": ""168.16.80.1，168.16.84.254"", ""B"": ""168.16.80.1，168.16.95.254"", ""C"": ""168.16.84.1，168.16.84.254"", ""D"": ""168.16.84.1，168.16.95.254""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,计算机网络,40,choice,"下列关于 ipv6 和 ipv4 的叙述中，正确的是（ ）
I. ipv6 地址空间是 ipv4 地址空间的 96 倍
II. ipv4 和 ipv6 的基本首部的长度均可变
III.ipv4 向 ipv6 过渡可以采用双协议栈和隧道技术
IV. ipv6 首部的 Hop-Limit 等价于 ipv4 首部的 TTL 字段
IPv6",仅 I、II,仅 I、IV,仅 II、III,仅 III、IV,D,"IPv4 是 32 位的地址长度，而
IPv6
是 128 位的地址长度，二者相差了 96 位，由于是二进制表示，所以地址数量相差了
2
96
倍。因此 I 错误。
IPv4 的基本首部有选项字段，因此长度可变；
IPv6 将可选字段移除，变成了扩展首部，但是扩展首部被放在了有效载荷中，因此基本首部长度是不可变的，Ⅱ错误。
在完全过渡到 IPv6 之前，Pv4 和 Pv6 并行使用，可以采用双协议栈技术和隧道技术进行。Ⅲ 正确。
IPv6 首部的 Hop-Limit 表示跳数限制，代表了 IPv6 数据报在网络中的最大跳数；
而 IPv4 首部的 TTL 字段表示最大寿命，也表示了 IPv4 数据报在网络中的最大跳数，
如果超出了 TTL，则该 P 数据报要被丢弃。V 正确。
综上所述，答案选择 D 选项。",IPv6；计算机网络>IPv6,"{""A"": ""仅 I、II"", ""B"": ""仅 I、IV"", ""C"": ""仅 II、III"", ""D"": ""仅 III、IV""}"
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,数据结构,42,open,"对含有 n（n > 0）个记录的文件进行外部排序，采用置换 - 选择排序生成初始归并段时需要使用一个工作，工作区中能保存 m 个记录，请回答下列问题，
(1) 如果文件中由 19 个记录，其关键字是 51, 94, 37, 92, 14, 63, 15, 99, 48, 56, 23, 60, 31, 17, 43, 8, 90, 166, 100；当 m=4 时，可以生成几个初始归并段，各是什么？
(2) 对任意的 m 个（n > m > 0），生成的第一个初始归并段的长度最大值和最小值分别是多少？
外部排序

1）参考
置换选择排序
，该题的关键字序列可生成 3 个初始归并段，分别是：
37，51，63，92，94，99
14，15，23，31，48，56，60，90，166
8，17，43，100
2）最大值为 n，最小值为 m。",,,,,,,外部排序；置换选择排序；数据结构>外部排序,{}
real_exam,2023 年 408 真题,http://www.csgraduates.com/study_methods/408quiz/2023/,2023,组成原理,43,open,"已知计算机 M 字长为 32 位，按字节编址，采用请求调页策略的虚拟存储管理方式，虚拟地址为 32 位，页面大小为 4KB；数据 Cache 采用 4 路组相联映射，数据区大小为 8KB，主存块大小为 32B。现有 C 语言程序段如下：
for
(
i
=
0
;
i
<
24
;
i
++
)
for
(
j
=
0
;
j
<
64
;
j
++
)
a
[
i
][
j
]
=
10
;
已知二维数组 a 按行优先存放，在虚拟地址空间中分配的起始地址为 0042 2000H，sizeof(int)=4，假定在 M 上执行上述程序段之前数组 a 不在主存，且在该程序段执行过程中不会发生页面置换。请回答下列问题。
(1) 数组 a 分为几个页面存储？对于数组 a 的访问，会发生几次缺页异常？页故障地址各是什么？
(2) 不考虑变量 i 和 j，该程序段的数据访问是否具有时间局部性？为什么？
(3) 计算机 M 的虚拟地址（A31~A0）中哪几位用作块内地址？哪几位用作 Cache 组号？a[1][0] 的虚拟地址是多少？其所在主存块对应的 Cache 组号是多少？
(4) 数组 a 占用多少主存块？假设上述程序段执行过程中数组 a 的访问不会和其他数据发生 Cache 访问冲突，则数组 a 的 Cache 命中率是多少？若将循环中 i 和 j 的次序按如下方式调换：
for
(
j
=
0
;
j
<
64
;
j
++
)
for
(
i
=
0
;
i
<
24
;
i
++
)
a
[
i
][
j
]
=
10
;
则数组 a 的 Cache 命中率又是多少？
虚拟页式管理
cache概念

1）数组 a 分布在 2 个页面中。缺页异常次数为 2。两个页故障地址分别是 0042 2000H、0042
3000H。
2）该程序段的数据访问没有时间局部性。因为每个数组元素仅访问 1 次。
3）虚拟地址中低 5 位 (A4
A0) 用作块内地址；低 11 位虚拟地址中高 6 位 (A10
A5) 用作 Cache
组号。a[1][0]的虚拟地址为 0042 2000H+1×64×4+0×4=0042 2100H。
a[1][0]所在主存块对应的 Cache 组号为 001000B=8。
4）数组 a 占 24×64×4B/32B=192 个主存块。每个主存块存放 32B/4B=8 个数组元素，访问数
组 a 的 Cache 命中率为 (8-1)/8=87.5%。8 行数组元素占 8×64×4B/32B=64 个主存块，分别映射
到 64 个 Cache 组的某 Cache 行，数组 a 共有 24 行，因此每个 Cache 组中只有 24/8=3 个 Cache
行存放数组 a 中的数据，而每个 Cache 组有 4 行，因而不会发生替换，访问数组 a 的 Cache 命
中率为 7/8=87.5%。",,,,,,,虚拟页式管理；cache概念；操作系统>虚拟页式管理；组成原理>cache概念,{}
